ADDRESS1,ADDRESS2,CITY,COMPANYID,COMPANYNAME,COMPANYTYPE,COUNTRYID,DATECREATED,DATEUPDATED,DATEUSERFIELDUPDATED,DIVISIONID,EMAIL,FAX,INDUSTRY,PHONE,PRIMARYOWNER,SALES_PIPELINE,STATE,URL,USERID,ZIPCODE,api_fromDate,api_toDate
1702 Houston Street,,Laredo,7971767,Laredo Independent School District,,US,2020-11-19 13:04:40.0,2020-11-19 13:04:40.0,,0,,,,19567954090,,,TX,laredoisd.org,0,78040,2020-11-19,2020-11-20
4555 Excel Parkway,STE 500,Addison,7971768,Lone Star Analysis,,US,2020-11-19 13:04:51.0,2020-11-19 13:04:51.0,,0,,,,9726909494,,,TX,lone-star.com,0,75001,2020-11-19,2020-11-20
7901 WOODWAY DR,STE 200,Waco,7971769,InterviewStream,,US,2020-11-19 13:05:07.0,2020-11-19 13:05:07.0,,0,,,,8777733164,,,TX,interviewstream.com,0,76712,2020-11-19,2020-11-20
,,San Antonio,7971770,Progenerative Medical,,US,2020-11-19 13:05:12.0,2020-11-19 13:05:12.0,,0,,,,,,,TX,progenerative.com,0,78201,2020-11-19,2020-11-20
17146 Feathercraft Lane,STE 202,Webster,7971771,Houston Mechatronics,,US,2020-11-19 13:05:16.0,2020-11-19 13:05:16.0,,0,,,,12819429069,,,TX,houstonmechatronics.com,0,77598,2020-11-19,2020-11-20
5307 East Mockingbird Lane,,Dallas,7971772,GDS Link,,US,2020-11-19 13:05:20.0,2020-11-19 13:05:20.0,,0,,,,12142565916,,,TX,gdslink.com,0,75206,2020-11-19,2020-11-20
241 Pine Street,,Abilene,7971773,Abilene ISD,,US,2020-11-19 13:06:43.0,2020-11-19 13:06:43.0,,0,,,,3256714736,,,TX,abileneisd.org,0,79601,2020-11-19,2020-11-20
1304 North Plum Grove Road,,Schaumburg,7971774,Haeger Engineering,,US,2020-11-19 13:06:47.0,2020-11-19 13:06:47.0,,0,,,,8473946600,,,IL,haegerengineering.com,0,60173,2020-11-19,2020-11-20
300 East 26th Street,,Bryan,7971775,Brazos County,,US,2020-11-19 13:06:51.0,2020-11-19 13:06:51.0,,0,,,,9793614440,,,TX,brazoscountytx.gov,0,77803,2020-11-19,2020-11-20
13729 RESEARCH BLVD,STE 735,Austin,7971776,Alamo Drafthouse Cinema Ltd.,,US,2020-11-19 13:06:55.0,2020-11-19 13:06:55.0,,0,,,,15128617404,,,TX,drafthouse.com,0,68138,2020-11-19,2020-11-20
2222 Rio Grande Street,,Austin,7971777,Tenfold Corp.,,US,2020-11-19 13:06:59.0,2020-11-19 13:06:59.0,,0,,,,14155991170,,,TX,tenfold.com,0,78705,2020-11-19,2020-11-20
3809 South 2nd Street,,Austin,7971779,Workhorse Marketing,,US,2020-11-19 13:07:06.0,2020-11-19 13:07:06.0,,0,,,,5129107017,,,TX,workhorsemkt.com,0,78704,2020-11-19,2020-11-20
3131 Cross Timbers Road,,Flower Mound,7971780,valutracsoftware,,US,2020-11-19 13:07:17.0,2020-11-19 13:07:17.0,,0,,,,9729963206,,,TX,valutracsoftware.com,0,75028,2020-11-19,2020-11-20
3400 N Central Expy,,Richardson,7971785,Hashgraph,,US,2020-11-19 13:10:02.0,2020-11-19 13:10:02.0,,0,,,,18002176415,,,TX,hashgraph.com,0,75080,2020-11-19,2020-11-20
4100 Midway Road,STE 450,Carrollton,7971786,CrowdReason LLC,,US,2020-11-19 13:10:06.0,2020-11-19 13:10:06.0,,0,,,,2142927767,,,TX,crowdreason.com,0,75007,2020-11-19,2020-11-20
401 Congress Avenue,,Austin,7971787,Baxter Research Center Inc.,,US,2020-11-19 13:10:11.0,2020-11-19 13:10:11.0,,0,,,,5128351190,,,TX,brc.com,0,55044,2020-11-19,2020-11-20
1044 Liberty Park Dr,,Austin,7971788,Data Foundry,,US,2020-11-19 13:10:15.0,2020-11-19 13:10:15.0,,0,,,,15126849000,,,TX,datafoundry.com,1424113,78746,2020-11-19,2020-11-20
4807 Spicewood Springs Road,2222 BLDG 5-200,Austin,7971789,Voyant,,US,2020-11-19 13:10:19.0,2020-11-19 13:10:19.0,,0,,,,5123420079,,,TX,planwithvoyant.com,0,78759,2020-11-19,2020-11-20
11900 Ranch Road 620 North,,Austin,7971790,"Builder Homesite, Inc.",,US,2020-11-19 13:10:23.0,2020-11-19 13:10:23.0,,0,,,,5123713800,,,TX,builderhomesite.com,0,78750,2020-11-19,2020-11-20
4970 Landmark Pl,,Dallas,7971791,"Exponent Technologies, Inc.",,US,2020-11-19 13:10:28.0,2020-11-19 13:10:28.0,,0,,,,12149874567,,,TX,exponenthr.com,0,75254,2020-11-19,2020-11-20
6314 DELTA DR,,El Paso,7971792,El Paso County,,US,2020-11-19 13:10:32.0,2020-11-19 13:10:32.0,,0,,,,9155468167,,,TX,epcounty.com,0,79901,2020-11-19,2020-11-20
1120 South Capital of Texas Highway,,Austin,7971793,humanN,,US,2020-11-19 13:10:36.0,2020-11-19 13:10:36.0,,0,,,,5127322240,,,TX,humann.com,0,78746,2020-11-19,2020-11-20
1506 Bexar Crossing,,San Antonio,7971794,BCFS,,US,2020-11-19 13:10:43.0,2020-11-19 13:10:43.0,,0,,,,2108325000,,,TX,bcfs.net,0,78232,2020-11-19,2020-11-20
11910 Anderson Mill Rd,,Austin,7971795,Fringe Benefit Group,,US,2020-11-19 13:10:47.0,2020-11-19 13:10:47.0,,0,,,,5123494760,,,TX,fbg.com,0,78726,2020-11-19,2020-11-20
305 Intergraph Way,STE 480,Houston,7971796,"Intergraph CADWorx & Analysis Solutions, Inc.",,US,2020-11-19 13:10:52.0,2020-11-19 13:10:52.0,,0,,,,2818904566,,,TX,coade.com,0,77070,2020-11-19,2020-11-20
45 Prospect Street,,Cambridge,7971797,Burstworks,,US,2020-11-19 13:10:56.0,2020-11-19 13:10:56.0,,0,,,,8885569655,,,MA,burstworks.com,0,91789,2020-11-19,2020-11-20
500 Chestnut Street,STE 1277,Abilene,7971798,"Pharos Resources, LLC",,US,2020-11-19 13:12:22.0,2020-11-19 13:12:22.0,,0,,,,8007046043,,,TX,pharosresources.com,0,79601,2020-11-19,2020-11-20
750 Canyon Drive,,Coppell,7971799,Geoforce,,US,2020-11-19 13:12:32.0,2020-11-19 13:12:32.0,,0,,,,9725463878,,,TX,geoforce.com,1450080,75019,2020-11-19,2020-11-20
605 TERRELL HILL DR,,Austin,7971800,"SPYCLOUD, INC.",,US,2020-11-19 13:12:40.0,2020-11-19 13:12:40.0,,0,,,,18005132502,,,TX,spycloud.com,0,78704,2020-11-19,2020-11-20
48 East Avenue,,Austin,7971801,NarrativeDx,,US,2020-11-19 13:12:44.0,2020-11-19 13:12:44.0,,0,,,,15125710808,,,TX,narrativedx.com,0,78701,2020-11-19,2020-11-20
,,,7971803,dcheeta.com,,,2020-11-19 13:12:54.0,2020-11-19 13:12:54.0,,0,,,,,,,,dcheeta.com,0,,2020-11-19,2020-11-20
7101 Easy Wind Drive,,Austin,7971804,Atlas Wearables,,US,2020-11-19 13:12:58.0,2020-11-19 13:12:58.0,,0,,,,8003488745,,,TX,atlaswearables.com,0,78752,2020-11-19,2020-11-20
5005 Lyndon B Johnson Fwy,"OCCIDENTAL TOWER, STE 1100",Dallas,7971805,Appspace,,US,2020-11-19 13:13:09.0,2020-11-19 13:13:09.0,,0,,,,12142337114,,,TX,appspace.com,0,75244,2020-11-19,2020-11-20
400 South Akard Street,STE 1900,Baltimore,7971806,"Edge Hosting, LLC",,US,2020-11-19 13:13:13.0,2020-11-19 13:13:13.0,,0,,,,4102468800,,,MD,edgehosting.com,0,21202,2020-11-19,2020-11-20
12222 Merit Drive,STE 310,Dallas,7971808,Ascendix,,US,2020-11-19 13:13:17.0,2020-11-19 13:13:17.0,,0,,,,9728898090,,,TX,ascendix.com,0,75251,2020-11-19,2020-11-20
350 CAMBRIDGE AVE,STE 250,Palo Alto,7971809,Telestax,,US,2020-11-19 13:13:22.0,2020-11-19 13:13:22.0,,0,,,,15129703297,,,CA,telestax.com,0,78749,2020-11-19,2020-11-20
110 San Antonio St,,Austin,7971810,Digital Turbine,,US,2020-11-19 13:13:25.0,2020-11-19 13:13:25.0,,0,,,,15123877717,,,TX,digitalturbine.com,1448851,78701,2020-11-19,2020-11-20
4900 TIEDEMAN RD,4TH FL,Cleveland,7971811,Victory Capital,,US,2020-11-19 13:13:36.0,2020-11-19 13:13:36.0,,0,,,,12168982555,,,OH,vcm.com,0,44144,2020-11-19,2020-11-20
4901 E Cesar Chavez St,,Austin,7971812,Coder Technologies Inc,,US,2020-11-19 13:13:47.0,2020-11-19 13:13:47.0,,0,,,,,,,TX,coder.com,0,78702,2020-11-19,2020-11-20
211 North Ervay Street,,Dallas,7971813,"Traxo, Inc.",,US,2020-11-19 13:13:51.0,2020-11-19 13:13:51.0,,0,,,,12143515200,,,TX,traxo.com,0,75201,2020-11-19,2020-11-20
,,San Antonio,7971816,FunnelAI,,US,2020-11-19 13:16:41.0,2020-11-19 13:16:41.0,,0,,,,,,,TX,funnelai.co,0,78205,2020-11-19,2020-11-20
1200 17th Street,STE 200,Houston,7971817,"Mercer Advisors, Inc.",,US,2020-11-19 13:16:45.0,2020-11-19 13:16:45.0,,0,,,,18055652530,,,TX,kanaly.com,0,77056,2020-11-19,2020-11-20
2221 Lakeside Blvd,STE 550,Richardson,7971818,Reflect Systems,,US,2020-11-19 13:18:10.0,2020-11-19 13:18:10.0,,0,,,,2144133200,,,TX,reflectsystems.com,0,75082,2020-11-19,2020-11-20
7 STETSON ST,,Boston,7971819,Akouos,,US,2020-11-19 13:18:14.0,2020-11-19 13:18:14.0,,0,,,,,,,MA,akouos.com,0,02446,2020-11-19,2020-11-20
400 South Greenville Avenue,,Richardson,7971820,RICHARDSON INDEPENDENT SCHOOL DISTRICT,,US,2020-11-19 13:18:21.0,2020-11-19 13:18:21.0,,0,,,,4695936000,,,TX,risd.org,1454372,75081,2020-11-19,2020-11-20
601 Silveron Boulevard,,Flower Mound,7971822,"Webcetera, L.P.",,US,2020-11-19 13:19:53.0,2020-11-19 13:19:53.0,,0,,,,8779322382,,,TX,webcetera.com,0,75028,2020-11-19,2020-11-20
2700 Meacham Boulevard,,Fort Worth,7971823,Camp Fire First Texas,,US,2020-11-19 13:19:57.0,2020-11-19 13:19:57.0,,0,,,,8178312111,,,TX,campfirefw.org,0,76137,2020-11-19,2020-11-20
11044 Research Boulevard,STE A-210,Austin,7971824,"Dovetail Software, Inc.",,US,2020-11-19 13:20:02.0,2020-11-19 13:20:02.0,,0,,,,5126105400,,,TX,dovetailsoftware.com,0,78759,2020-11-19,2020-11-20
720 Brazos St,,Austin,7971826,"PullRequest, Inc.",,US,2020-11-19 13:20:47.0,2020-11-19 13:20:47.0,,0,,,,18337855737,,,TX,pullrequest.com,0,78701,2020-11-19,2020-11-20
71 West 23rd Street,,New York,7971827,"Watermark, LLC",,US,2020-11-19 13:20:51.0,2020-11-19 13:20:51.0,,0,,,,18003115656,,,NY,watermarkinsights.com,0,10010,2020-11-19,2020-11-20
3002a Commerce Street,,Dallas,7971828,"Media Defined, Inc.",,US,2020-11-19 13:20:58.0,2020-11-19 13:20:58.0,,0,,,,12146531120,,,TX,netexam.com,0,75226,2020-11-19,2020-11-20
300 N Coit Rd,,Richardson,7971829,"Cyber Defense Labs, LLC",,US,2020-11-19 13:21:08.0,2020-11-19 13:21:08.0,,0,,,,9724540266,,,TX,cyberdefenselabs.com,0,75080,2020-11-19,2020-11-20
13100 Wortham Center Drive,,Houston,7971832,Blindster.com,,US,2020-11-19 13:22:33.0,2020-11-19 13:22:33.0,,0,,,,12812130651,,,TX,blindster.com,0,77065,2020-11-19,2020-11-20
2200 Thousand Oaks,STE 100,San Antonio,7971833,"MCCLELLAND AND HINE, INC",,US,2020-11-19 13:22:40.0,2020-11-19 13:22:40.0,,0,,,,12132364510,,,TX,mhi-tx.com,0,78232,2020-11-19,2020-11-20
4747 Research Forest Dr,STE 180 #246,Houston,7971834,GoCo,,US,2020-11-19 13:22:44.0,2020-11-19 13:22:44.0,,0,,,,14125934626,,,TX,goco.io,0,77060,2020-11-19,2020-11-20
3500 Airborn Circle,,Georgetown,7971835,AirBorn Inc.,,US,2020-11-19 13:22:48.0,2020-11-19 13:22:48.0,,0,,,,19729313200,,,TX,airborn.com,0,78626,2020-11-19,2020-11-20
200 W Cesar Chavez St,,Austin,7971836,Enthought,,US,2020-11-19 13:22:58.0,2020-11-19 13:22:58.0,,0,,,,15125361057,,,TX,enthought.com,0,78701,2020-11-19,2020-11-20
7000 MoPac Expressway,STE 200,Austin,7971837,Edgile,,US,2020-11-19 13:23:02.0,2020-11-19 13:23:02.0,,0,,,,5122410919,,,TX,edgile.com,0,78731,2020-11-19,2020-11-20
411 BRAZOS ST,STE 101,Austin,7971838,Eagle Eye Networks,,US,2020-11-19 13:23:06.0,2020-11-19 13:23:06.0,,0,,,,5124730500,,,TX,eagleeyenetworks.com,0,78701,2020-11-19,2020-11-20
17806 West Interstate 10 Frontage Road,,San Antonio,7971839,MortgageLaw,,US,2020-11-19 13:23:14.0,2020-11-19 13:23:14.0,,0,,,,2103494488,,,TX,mortgagelaw.com,0,78257,2020-11-19,2020-11-20
197 1st Avenue,STE 627,Needham,7971840,Chargify LLC,,US,2020-11-19 13:23:18.0,2020-11-19 13:23:18.0,,0,,,,18004012414,,,TX,chargify.com,0,78205,2020-11-19,2020-11-20
6860 Dallas Parkway,,Plano,7971841,ClearDB,,US,2020-11-19 13:23:22.0,2020-11-19 13:23:22.0,,0,,,,4698283439,,,TX,cleardb.com,0,75024,2020-11-19,2020-11-20
,,Austin,7971842,Place Technology,,US,2020-11-19 13:23:26.0,2020-11-19 13:23:26.0,,0,,,,,,,TX,placetechnology.com,0,,2020-11-19,2020-11-20
1177 NE Loop 410,,San Antonio,7971843,Broadway Bank,,US,2020-11-19 13:23:30.0,2020-11-19 13:23:30.0,,0,,,,2102836500,,,TX,broadwaybank.com,0,78209,2020-11-19,2020-11-20
1519 Interstate 30 Frontage Road,,Greenville,7971847,Innovation First,,US,2020-11-19 13:24:56.0,2020-11-19 13:24:56.0,,0,,,,19034530810,,,TX,innovationfirst.com,0,75402,2020-11-19,2020-11-20
9111 Research Boulevard,,Austin,7971848,SixPackAbs.com,,US,2020-11-19 13:25:06.0,2020-11-19 13:25:06.0,,0,,,,18006558576,,,TX,sixpackabs.com,0,78758,2020-11-19,2020-11-20
906 Hillcrest Drive North,,Sulphur Springs,7971849,"ACCESS EFORMS, LP",,US,2020-11-19 13:25:10.0,2020-11-19 13:25:10.0,,0,,,,9035084878,,,TX,accessefm.com,0,75482,2020-11-19,2020-11-20
6500 River Place Boulevard,STE 125,Austin,7971850,CollabIP,,US,2020-11-19 13:25:15.0,2020-11-19 13:25:15.0,,0,,,,15127656929,,,TX,collabip.com,0,78730,2020-11-19,2020-11-20
11 Greenway Plaza,STE 2600,Houston,7971851,"Alchemy Technology Group, LLC",,US,2020-11-19 13:25:31.0,2020-11-19 13:25:31.0,,0,,,,7132448800,,,TX,alchemytechgroup.com,0,77046,2020-11-19,2020-11-20
715 Corgey Rd,,Pleasanton,7971852,Streamline Innovations,,US,2020-11-19 13:25:34.0,2020-11-19 13:25:34.0,,0,,,,8887876569,,,TX,streamlineinnovations.com,0,78064,2020-11-19,2020-11-20
11130 Jollyville Road,,Austin,7971853,83bar,,US,2020-11-19 13:25:44.0,2020-11-19 13:25:44.0,,0,,,,15125016281,,,TX,go83bar.com,0,78759,2020-11-19,2020-11-20
116 North Tennessee Street,,McKinney,7971854,NETRIO,,US,2020-11-19 13:25:47.0,2020-11-19 13:25:47.0,,0,,,,2148888500,,,TX,netrio.com,0,75069,2020-11-19,2020-11-20
566 West Lake Street,STE 240,Chicago,7971855,HGS Digital,,US,2020-11-19 13:25:55.0,2020-11-19 13:25:55.0,,0,,,,3127551845,,,IL,element115.net,0,60661,2020-11-19,2020-11-20
1501 Lyndon B Johnson Freeway,,Farmers Branch,7971856,Imagine Solutions,,US,2020-11-19 13:26:11.0,2020-11-19 13:26:11.0,,0,,,,2145723600,,,TX,imaginesolutions.com,0,75234,2020-11-19,2020-11-20
2005 Northeast Green Oaks Boulevard,,Arlington,7971857,Insala,,US,2020-11-19 13:26:16.0,2020-11-19 13:26:16.0,,0,,,,18173550939,,,TX,insala.com,0,76006,2020-11-19,2020-11-20
1904 INDUSTRIAL BLVD,STE 103,Colleyville,7971858,Service Fusion,,US,2020-11-19 13:26:26.0,2020-11-19 13:26:26.0,,0,,,,18889020304,,,TX,servicefusion.com,0,75063,2020-11-19,2020-11-20
15301 Dallas Pkwy,Bldg B,Addison,7971859,Polte Corp.,,US,2020-11-19 13:26:30.0,2020-11-19 13:26:30.0,,0,,,,4109918529,,,TX,polte.com,0,75081,2020-11-19,2020-11-20
9211 Waterford Centre Blvd,Suite 100,Austin,7971860,Datical,,US,2020-11-19 13:27:59.0,2020-11-19 13:27:59.0,,0,,,,19493284225,,,TX,datical.com,0,78758,2020-11-19,2020-11-20
14549 Minetta St,,Houston,7971861,"SOLUGEN, INC.",,US,2020-11-19 13:28:03.0,2020-11-19 13:28:03.0,,0,,,,17133802134,,,TX,solugentech.com,0,77035,2020-11-19,2020-11-20
2741 East Belt Line Road,,Carrollton,7971862,a360,,US,2020-11-19 13:28:15.0,2020-11-19 13:28:15.0,,0,,,,8472919100,,,TX,a360inc.com,0,75006,2020-11-19,2020-11-20
501 Elm Street,STE 4500,Dallas,7971863,Calise Partners LLC,,US,2020-11-19 13:28:19.0,2020-11-19 13:28:19.0,,0,,,,2142692081,,,TX,calisepartners.com,0,75202,2020-11-19,2020-11-20
12345 Inwood Road,,Dallas,7971864,Jesuit College PreparatorySchool of Dallas,,US,2020-11-19 13:29:49.0,2020-11-19 13:29:49.0,,0,,,,9723878700,,,TX,jesuitcp.org,0,75244,2020-11-19,2020-11-20
8240 N Mopac Expy,STE 470,Austin,7971865,Q1Media,,US,2020-11-19 13:29:56.0,2020-11-19 13:29:56.0,,0,,,,5126826532,,,TX,q1media.com,0,78758,2020-11-19,2020-11-20
141 Lavaca Street,,San Antonio,7971866,San Antonio Independent School District,,US,2020-11-19 13:30:00.0,2020-11-19 13:30:00.0,,0,,,,2102281235,,,TX,saisd.net,0,78210,2020-11-19,2020-11-20
14800 Saint Marys Lane,,Houston,7971868,"OffshoreTech, LLC",,US,2020-11-19 13:30:04.0,2020-11-19 13:30:04.0,,0,,,,2818534425,,,TX,offshoretechllc.com,0,77079,2020-11-19,2020-11-20
12345 Jones Road,,Houston,7971869,MindMesh,,US,2020-11-19 13:30:08.0,2020-11-19 13:30:08.0,,0,,,,17134897798,,,TX,mindmeshtech.com,0,77070,2020-11-19,2020-11-20
3801 S Capital of Texas Hwy,,Austin,7971870,FlashParking Inc,,US,2020-11-19 13:30:24.0,2020-11-19 13:30:24.0,,0,,,,8002133706,,,TX,flashparking.com,0,78704,2020-11-19,2020-11-20
10101 Stafford Centre Dr #b,Suite B,Stafford,7971871,CPAP.com,,US,2020-11-19 13:30:27.0,2020-11-19 13:30:27.0,,0,,,,8003565221,,,TX,cpap.com,0,77477,2020-11-19,2020-11-20
6 Grundingen,,Oslo,7971872,Agrinos,,US,2020-11-19 13:30:31.0,2020-11-19 13:30:31.0,,0,,,,,,,CA,agrinos.com,0,95618,2020-11-19,2020-11-20
7500 Rialto Blvd,,Austin,7971873,Medici,,US,2020-11-19 13:30:35.0,2020-11-19 13:30:35.0,,0,,,,15129823310,,,TX,medici.md,0,19808,2020-11-19,2020-11-20
1017 East 6th Street,,Austin,7971874,Maggie Louise Confections,,US,2020-11-19 13:30:45.0,2020-11-19 13:30:45.0,,0,,,,15128400233,,,TX,maggielouiseconfections.com,0,78702,2020-11-19,2020-11-20
2201 Donley Dr,STE 200E,Austin,7971875,Loan Science,,US,2020-11-19 13:30:48.0,2020-11-19 13:30:48.0,,0,,,,5125012400,,,TX,loanscience.com,0,78758,2020-11-19,2020-11-20
11000 North Mopac Expressway,Flawn Academic Center at the University of Texas,Austin,7971876,Briggo Inc.,,US,2020-11-19 13:30:51.0,2020-11-19 13:30:51.0,,0,,,,5124159563,,,TX,briggo.com,0,78664,2020-11-19,2020-11-20
137 National Plz,STE J,Lanham,7971879,BeaKen Systems & Technology Solutions,,US,2020-11-19 13:31:15.0,2020-11-19 13:31:15.0,,0,,,,3016366255,,,MD,beakensolutions.com,0,20706,2020-11-19,2020-11-20
,,,7971906,Fake Book,Other,US,2020-11-19 14:31:40.0,2020-11-20 13:59:04.0,,0,,,,,Robert Luse,,,,1470013,,2020-11-19,2020-11-20
1601 Dove Street,STE 200,Newport Beach,7971920,"Alliant Insurance Services, Inc.",,US,2020-11-19 15:08:25.0,2020-11-19 15:08:25.0,,0,,,,19492605081,,,CA,alliant.com,0,92660,2020-11-19,2020-11-20
,,,7972022,bowmoregroup.com,,,2020-11-19 17:28:24.0,2020-11-19 17:28:24.0,,0,,,,,,,,bowmoregroup.com,0,,2020-11-19,2020-11-20
124 Raymond Avenue,,Poughkeepsie,7972201,Vassar College,,US,2020-11-20 10:13:56.0,2020-11-20 10:13:56.0,,0,,,,8454377000,,,NY,vassar.edu,0,12604,2020-11-19,2020-11-20
,,,7972217,Keyper Marketing,,US,2020-11-20 10:45:12.0,2020-11-20 10:45:12.0,,0,,,,,,,,,1394817,,2020-11-19,2020-11-20
,,,7972224,davis company,,US,2020-11-20 10:49:00.0,2020-11-20 10:49:00.0,,0,,,,,,,,,1394817,,2020-11-19,2020-11-20
100 WILLIAM ST,STE 100,,7972244,Blume Global,,US,2020-11-20 11:18:56.0,2020-11-20 11:18:56.0,,0,,,,17812630200,,,,blumeglobal.com,0,94588,2020-11-19,2020-11-20
7999 PO Box,,Dallas,7972264,FAMILY PLACE INC,,US,2020-11-20 11:48:55.0,2020-11-20 11:48:55.0,,0,,,,2145592170,,,TX,familyplace.org,0,75209,2020-11-19,2020-11-20
1400 Bridge Parkway,,Redwood City,7972432,Xtime Inc.,,US,2020-11-20 17:46:48.0,2020-11-20 17:46:48.0,,0,,,,16506534000,,,CA,xtime.com,0,94065,2020-11-19,2020-11-20
6205 Peachtree Dunwoody Road,STE 1200,Sandy Springs,7972434,COX MEDIA,,US,2020-11-20 18:03:09.0,2020-11-20 18:03:09.0,,0,,,,4048435000,,,GA,coxmedia.com,0,30328,2020-11-19,2020-11-20
